praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
20.7,15.4,59.4,193.0,58.3,76.4,115.0,359.0,11.3,20.4,34.0
17.2,12.3,17.3,178.0,31.9,32.5,48.3,496.0,16.0,34.0,28.1
23.5,8.58,25.7,33.7,15.0,119.0,281.0,1670.0,12.2,29.4,32.8
13.7,18.6,15.0,106.0,9.47,8.9,18.9,583.0,11.5,18.3,31.6
119.0,37.2,67.9,528.0,92.2,54.7,73.0,385.0,11.1,40.0,37.5
14.3,11.9,46.1,69.2,72.3,42.9,75.7,717.0,7.37,18.1,49.1
66.7,31.1,12.1,213.0,10.2,44.9,51.4,279.0,6.98,21.9,39.2
26.7,19.1,18.9,22.1,7.91,25.3,36.2,328.0,4.29,2.23,13.3
22.7,16.1,14.5,70.4,15.0,19.6,22.3,692.0,10.6,31.6,27.6
26.2,17.2,7.17,106.0,16.0,9.73,15.7,578.0,13.8,26.7,89.0
33.1,17.9,12.9,158.0,27.4,82.8,146.0,1499.0,12.1,20.7,37.5
17.3,8.66,2.92,9.22,3.72,52.3,97.3,1358.0,13.5,19.6,30.2
8.74,20.0,7.23,319.0,32.5,31.9,71.0,3106.0,12.2,17.5,51.9
20.7,3.79,53.8,229.0,46.1,20.4,29.7,426.0,12.4,26.7,63.2
73.0,63.2,32.2,28.6,6.15,67.9,112.0,2890.0,16.4,24.4,64.4
18.4,10.6,2.27,1.11,509.0,35.5,62.1,588.0,6.92,21.5,59.4
38.2,34.0,13.2,20.5,11.9,4.91,12.7,441.0,22.5,30.2,73.0
11.2,22.7,12.2,139.0,10.1,12.7,26.9,547.0,31.9,41.4,52.3
66.7,42.6,16.7,10.5,4.45,28.6,39.6,302.0,33.7,50.5,77.7
1.01,1.0,1.73,4.96,5.83,42.6,70.4,509.0,16.4,26.7,47.4
9.31,11.3,27.6,20.7,5.57,100.0,202.0,2017.0,8.51,15.3,26.2
22.1,6.67,8.98,168.0,9.22,15.4,34.9,547.0,15.4,47.0,66.1
21.5,11.0,10.2,209.0,16.0,13.5,19.5,583.0,28.6,42.9,79.9
45.3,18.6,28.4,45.3,12.9,213.0,337.0,4255.0,9.39,8.06,35.2
20.7,15.7,18.6,114.0,30.5,31.1,50.9,385.0,11.9,26.7,53.3
82.0,61.5,18.9,30.5,2.97,57.8,119.0,1762.0,11.4,15.3,42.2
15.1,14.5,10.7,10.7,2.35,32.8,55.7,334.0,7.99,16.1,34.6
17.0,14.9,24.4,29.2,13.5,64.4,103.0,1334.0,16.5,42.6,63.2
24.6,32.2,22.3,23.9,6.26,104.0,188.0,2788.0,10.2,25.9,53.3
23.9,15.1,26.9,19.5,3.4,5.67,21.5,692.0,15.0,35.5,45.3
28.9,16.1,13.2,62.6,21.7,21.3,31.3,519.0,8.35,18.3,15.5
70.4,55.2,9.14,16.3,10.0,37.5,55.7,422.0,10.9,23.9,32.8
20.9,11.4,26.4,26.7,14.7,32.5,60.4,514.0,16.5,20.7,40.0
89.0,67.3,16.0,24.1,5.09,27.4,36.8,470.0,19.1,21.1,31.1
12.9,4.14,17.5,13.1,10.3,3.34,33.1,710.0,10.7,37.9,81.3
19.5,4.53,66.7,297.0,66.1,46.6,62.6,461.0,47.8,82.0,106.0
17.3,13.8,29.7,313.0,41.8,35.9,48.3,445.0,11.7,35.2,73.7
74.3,42.2,24.1,28.6,7.57,18.4,37.9,552.0,22.5,39.6,47.8
22.1,24.1,27.4,400.0,32.8,196.0,274.0,931.0,16.7,24.4,40.0
18.3,20.9,49.6,114.0,25.7,38.5,52.8,449.0,18.3,26.9,45.7
50.0,50.0,58.8,379.0,80.6,14.3,18.4,496.0,6.67,13.8,14.6
38.9,9.91,35.5,93.9,21.9,8.51,54.7,1186.0,5.73,34.6,38.5
25.0,10.0,17.2,17.0,3.31,34.6,46.6,281.0,9.65,17.0,48.7
22.5,14.3,13.1,122.0,20.9,35.9,71.7,1186.0,9.82,30.5,28.1
13.0,26.7,28.6,33.4,16.1,64.4,118.0,1046.0,12.4,37.5,147.0
17.2,15.1,29.7,453.0,48.3,33.7,47.8,1263.0,40.0,78.4,121.0
9.73,3.05,30.5,30.2,10.4,15.0,57.3,1144.0,11.1,20.0,49.6
21.5,37.9,22.3,24.4,6.44,37.5,55.7,429.0,5.78,27.4,52.3
11.2,13.2,17.6,7.04,13.8,32.5,46.1,410.0,2.57,64.9,3.31
3.96,13.7,12.0,123.0,13.2,35.2,53.8,615.0,3.43,23.1,35.2
25.7,8.58,25.3,27.6,8.74,28.6,37.5,426.0,11.2,26.2,32.2
16.8,18.3,56.7,567.0,79.1,43.3,65.5,737.0,16.8,19.1,25.0
71.7,58.3,69.2,523.0,61.0,16.4,29.7,542.0,21.9,41.0,59.9
48.3,47.0,18.4,14.5,3.11,15.8,60.4,2227.0,8.9,24.4,39.2
21.9,2.76,22.9,125.0,14.1,15.5,26.9,392.0,37.5,70.4,145.0
7.3,16.8,12.7,202.0,16.7,28.9,49.1,594.0,5.05,30.2,28.1
19.1,10.4,12.1,195.0,13.0,97.3,151.0,1843.0,9.73,33.7,37.9
20.7,12.2,12.6,22.5,17.2,96.5,127.0,1155.0,6.55,31.3,45.7
30.2,17.9,66.1,276.0,66.7,50.0,76.4,673.0,29.7,56.7,74.3
22.3,22.7,12.7,64.9,6.98,38.5,77.7,2350.0,8.98,18.1,45.7
30.0,20.7,20.0,17.8,12.1,3.96,17.3,407.0,10.9,26.2,66.7
26.2,4.14,11.5,15.0,10.3,12.1,21.9,578.0,15.1,30.0,53.3
27.9,14.3,9.65,14.3,7.84,19.6,33.1,331.0,5.94,18.9,26.4
20.9,5.52,23.5,292.0,56.7,158.0,257.0,1794.0,16.3,41.0,45.7
16.3,20.0,16.1,25.3,1.45,55.2,78.4,505.0,10.4,18.9,44.5
13.7,13.0,25.5,28.6,8.74,16.4,41.4,466.0,13.3,31.9,50.9
16.0,17.2,11.5,21.7,9.39,129.0,209.0,1860.0,12.1,14.9,36.5
22.7,19.6,26.2,26.7,18.9,16.8,30.5,615.0,13.3,25.0,39.6
36.8,14.5,17.5,23.5,9.06,9.31,41.4,1298.0,44.9,71.7,119.0
8.06,15.7,27.9,31.3,9.47,14.2,36.8,851.0,9.82,15.4,37.2
31.6,49.6,9.22,167.0,23.7,84.3,103.0,311.0,5.47,15.3,23.1
58.8,11.4,80.6,491.0,61.5,21.5,47.4,882.0,13.5,27.1,27.1
18.4,11.5,5.62,15.8,9.82,4.0,17.8,523.0,28.4,58.8,126.0
40.0,23.7,2.15,60.4,8.28,23.9,45.7,284.0,8.35,7.3,43.3
12.7,15.8,16.4,13.1,3.34,21.9,46.1,461.0,9.14,20.0,28.1
25.3,3.96,8.82,5.14,4.78,18.8,37.9,723.0,35.9,76.4,186.0
19.6,18.6,56.7,422.0,79.1,4.53,8.98,209.0,6.32,11.2,24.6
29.7,26.2,10.8,25.9,13.7,19.5,30.2,843.0,3.68,18.8,48.7
16.7,9.82,20.2,372.0,57.8,65.5,89.0,362.0,8.43,15.4,40.3
10.3,11.8,13.7,85.8,20.0,45.3,77.0,1186.0,13.7,20.2,33.1
16.1,10.0,19.3,23.9,11.0,123.0,205.0,956.0,18.6,37.5,59.4
20.4,17.6,18.4,20.7,3.13,13.6,27.4,806.0,13.8,33.7,70.4
8.82,6.38,17.9,15.1,3.75,35.9,50.9,445.0,37.5,46.1,34.6
73.0,67.9,35.2,63.2,18.9,42.2,66.1,523.0,13.9,21.9,14.1
22.1,21.7,16.4,18.8,2.57,11.2,24.6,594.0,8.51,24.4,38.5
33.4,14.6,9.73,157.0,13.6,28.4,47.8,478.0,6.85,12.9,16.5
27.1,7.84,57.8,276.0,44.9,30.2,53.3,519.0,13.3,32.2,77.7
25.9,16.1,13.6,16.1,15.7,29.4,44.9,599.0,3.49,32.8,41.0
76.4,50.5,5.99,13.5,15.0,36.5,63.8,509.0,12.7,19.3,34.3
23.5,7.99,22.7,34.3,11.4,153.0,276.0,2017.0,5.67,35.5,39.6
20.5,8.43,20.9,23.3,8.66,33.4,54.2,311.0,9.56,21.1,25.5
30.0,17.0,29.4,31.9,5.05,13.8,23.7,267.0,14.2,30.5,27.1
27.6,9.65,5.62,10.4,8.35,38.9,73.7,1286.0,10.6,19.5,37.5
13.8,12.3,24.8,20.7,7.3,39.2,57.8,426.0,13.7,26.7,35.5
16.3,20.9,51.9,66.1,37.9,7.17,18.8,626.0,16.3,43.3,31.1
76.4,70.4,21.1,25.7,5.33,38.5,62.1,483.0,15.4,16.3,44.1
21.7,22.5,21.9,29.7,7.57,37.5,69.8,723.0,7.57,17.3,18.6
22.3,7.7,38.9,75.0,8.2,2.33,18.8,422.0,42.2,61.5,73.0
14.5,40.0,12.7,143.0,34.0,62.1,109.0,1144.0,9.56,24.8,40.3
61.0,42.6,18.1,27.9,4.66,10.3,16.5,337.0,37.5,73.0,119.0
30.8,23.1,74.3,410.0,65.5,77.0,163.0,1219.0,16.1,20.7,39.6
1.0,5.0,8.9,184.0,19.1,7.57,27.6,588.0,1.43,98.2,7.7
27.4,15.3,19.5,29.2,9.39,64.9,87.4,764.0,6.85,34.3,20.5
13.1,16.7,57.3,379.0,56.7,84.3,181.0,1486.0,10.4,25.3,30.8
20.7,7.77,23.1,55.7,12.9,93.9,176.0,1512.0,34.3,38.9,64.9
7.91,12.7,9.91,22.3,7.64,32.8,48.3,302.0,8.51,21.7,39.6
10.9,18.4,18.3,10.6,5.52,40.7,60.4,343.0,8.51,20.5,34.6
15.1,10.7,10.1,78.4,9.91,19.3,38.2,692.0,389.0,542.0,110.0
17.3,12.6,24.6,30.0,6.98,16.3,26.2,372.0,18.6,32.2,38.9
175.0,43.3,29.4,41.4,16.8,1.96,10.1,213.0,5.09,4.66,4.22
41.8,39.6,12.0,126.0,11.1,7.37,24.4,528.0,17.8,33.7,57.3
41.8,16.1,28.6,25.0,8.82,18.4,31.3,483.0,11.5,38.2,76.4
16.7,12.7,14.7,77.7,13.2,5.99,42.6,441.0,8.66,25.9,44.1
79.9,167.0,14.7,22.7,7.43,13.6,27.9,588.0,10.6,9.56,16.8
16.8,16.5,25.0,20.9,7.91,53.3,85.8,813.0,20.7,40.7,19.8
15.1,11.8,55.7,129.0,26.4,31.9,48.7,352.0,10.4,13.5,22.7
7.43,10.6,13.1,93.1,10.9,42.9,57.3,365.0,6.26,20.7,38.9
13.9,8.66,14.7,31.6,6.67,93.1,196.0,2414.0,10.0,22.3,24.4
17.3,16.1,13.2,14.7,5.62,12.9,30.8,621.0,20.0,42.2,76.4
25.9,17.2,17.8,13.9,4.07,25.5,27.9,382.0,11.3,23.7,47.8
7.37,14.1,34.3,32.8,9.31,23.7,40.3,610.0,30.5,60.4,114.0
20.4,16.0,54.2,86.6,42.9,99.1,170.0,1963.0,12.1,20.9,29.2
14.3,15.8,32.5,32.2,18.3,6.67,16.5,1000.0,11.1,17.8,36.8
19.1,13.2,24.4,147.0,14.6,66.7,93.1,757.0,12.6,43.7,82.8
94.7,50.9,26.4,48.7,13.5,64.9,117.0,2595.0,19.5,40.7,62.6
12.5,9.06,14.2,179.0,23.7,13.0,30.0,400.0,22.5,42.9,59.9
11.7,5.23,24.4,42.6,9.82,42.6,59.4,533.0,3.65,16.8,44.9
10.3,18.3,23.9,27.4,1.22,24.4,38.2,710.0,18.8,15.0,41.0
12.1,25.0,5.94,449.0,45.3,93.9,153.0,1568.0,4.29,47.0,6.49
21.3,13.8,45.3,422.0,49.6,167.0,279.0,2890.0,16.3,28.6,35.2
51.9,32.2,11.1,175.0,8.35,73.0,131.0,1263.0,13.9,31.9,32.8
26.2,12.4,21.1,24.4,4.96,114.0,244.0,1946.0,1.25,18.6,4.78
13.7,11.3,27.6,30.2,4.41,12.5,19.6,505.0,10.6,19.6,48.7
14.5,9.65,5.67,302.0,20.9,34.0,55.7,311.0,13.1,28.6,37.9
8.9,20.0,23.5,21.7,2.89,1.1,13.9,178.0,15.7,22.3,39.6
25.3,7.57,22.3,29.2,11.0,22.7,31.9,267.0,15.5,29.2,61.0
34.0,22.5,93.9,667.0,73.7,22.9,38.9,433.0,34.6,54.7,37.5
6.79,5.57,47.8,176.0,57.8,27.4,45.7,352.0,17.0,20.0,22.1
52.3,31.3,21.9,139.0,17.5,21.5,33.7,433.0,16.1,25.0,29.7
30.0,17.9,18.1,17.2,2.86,18.3,36.5,445.0,11.5,22.9,41.4
21.3,22.7,8.35,149.0,16.1,23.7,38.9,289.0,20.5,38.5,49.6
11.8,8.35,22.3,24.8,4.83,13.6,13.8,328.0,5.78,26.9,30.0
47.4,19.3,22.7,30.8,6.92,30.0,45.3,562.0,7.23,31.9,49.1
37.9,12.3,18.4,33.1,13.2,5.38,12.2,588.0,11.4,22.1,6.92
64.4,44.1,21.7,25.7,4.61,86.6,126.0,359.0,9.39,22.5,39.6
28.9,13.1,8.74,58.8,5.0,8.2,54.7,1094.0,38.5,113.0,142.0
95.6,49.6,23.1,30.5,6.55,22.3,37.5,491.0,5.52,11.8,33.4
29.4,47.0,9.47,196.0,27.9,33.4,52.3,426.0,44.9,88.2,161.0
98.2,71.7,18.3,23.1,7.5,28.4,49.1,422.0,11.0,22.5,37.9
145.0,133.0,40.7,389.0,73.0,29.2,34.0,389.0,10.4,16.0,49.6
72.3,49.6,27.6,19.6,8.74,43.3,98.2,2187.0,1.0,8.13,40.3
13.6,11.5,80.6,538.0,70.4,16.8,30.8,757.0,13.1,26.7,66.1
15.5,5.09,10.0,142.0,18.4,22.5,34.6,437.0,15.5,32.8,67.9
20.2,25.7,12.7,155.0,18.6,6.67,48.7,453.0,11.9,24.4,37.5
79.9,48.3,20.9,19.6,2.86,28.9,24.6,457.0,17.2,24.4,104.0
2.97,6.98,15.5,103.0,10.6,34.3,50.9,382.0,10.9,19.8,30.2
16.1,18.6,28.4,143.0,13.3,47.8,69.2,445.0,56.7,149.0,337.0
20.0,19.3,14.5,28.4,10.3,24.1,53.8,284.0,9.82,31.3,52.3
25.9,18.8,6.61,20.7,8.43,14.5,33.4,594.0,6.32,12.2,1.0
21.5,10.6,3.22,2.44,7.43,29.7,43.3,372.0,6.49,14.9,23.1
14.9,14.7,24.6,34.3,12.5,13.3,17.6,604.0,13.9,14.1,41.0
8.58,10.7,98.2,204.0,58.3,22.9,42.2,343.0,20.7,52.3,11.2
10.5,15.5,13.5,19.6,1.68,17.6,42.6,667.0,12.5,33.4,73.7
72.3,62.6,21.7,27.4,15.4,24.1,35.5,281.0,15.0,12.2,41.0
25.7,24.8,20.4,20.4,2.89,6.79,33.1,588.0,59.9,160.0,316.0
12.3,9.65,15.7,30.5,4.57,58.8,86.6,1554.0,17.2,36.2,31.1
22.9,35.5,16.5,14.9,5.28,53.3,86.6,567.0,10.4,33.1,24.6
12.5,13.2,10.3,23.9,5.05,86.6,131.0,1999.0,11.2,16.7,55.2
44.5,17.9,37.9,64.4,27.4,75.7,147.0,1065.0,12.3,19.6,21.5
16.1,26.2,20.2,18.8,5.94,23.5,36.2,379.0,26.7,40.7,67.9
12.0,6.15,17.3,44.1,8.82,59.9,93.1,604.0,15.0,31.1,49.1
15.8,11.7,19.3,17.8,7.7,47.4,117.0,2690.0,45.3,67.3,13.8
14.9,9.56,21.3,29.7,16.1,67.3,113.0,1241.0,33.7,58.8,164.0
24.8,34.0,13.3,18.4,6.92,27.1,46.1,858.0,10.7,34.3,39.6
14.2,13.2,11.9,100.0,5.19,37.9,57.8,757.0,11.8,19.1,40.3
62.1,47.0,15.4,22.7,5.78,36.2,49.6,461.0,12.2,19.6,37.5
10.5,6.98,23.5,35.5,5.23,32.2,53.8,851.0,14.1,20.2,78.4
24.1,1.0,13.0,403.0,84.3,20.5,21.5,255.0,1.63,84.3,1.36
19.3,1.01,19.3,112.0,37.2,64.9,61.0,276.0,2.37,137.0,1.2
3.43,1.96,9.22,183.0,22.9,10.5,15.8,632.0,19.5,36.2,1.12
16.4,1.01,48.7,385.0,113.0,9.39,23.9,704.0,8.9,15.8,1.14
29.4,1.0,15.5,30.0,17.5,8.43,18.4,340.0,18.4,61.0,6.1
36.8,1.0,30.8,225.0,85.1,13.1,13.7,248.0,1.14,414.0,2.05
19.3,1.01,22.3,239.0,38.2,26.2,26.2,337.0,1.0,3.11,1.09
42.2,6.49,22.5,21.9,16.0,15.5,19.6,241.0,1.0,82.8,1.24
54.2,4.83,58.8,55.7,19.1,124.0,181.0,3191.0,1.0,1.0,1.0
20.0,1.0,3.79,5.23,15.3,30.0,33.4,276.0,1.0,173.0,2.04
20.4,1.0,37.9,355.0,82.8,12.6,19.3,271.0,1.0,626.0,2.11
136.0,1.0,41.4,57.8,15.5,13.2,17.9,305.0,1.0,8.66,1.0
17.5,1.21,27.4,271.0,86.6,49.1,46.1,791.0,1.07,1.0,3.62
29.2,2.13,22.9,25.5,3.43,13.0,17.2,292.0,1.0,1.63,1.21
16.4,1.01,32.8,35.2,6.26,10.2,16.8,233.0,1.0,25.5,6.98
7.5,1.01,23.7,146.0,55.7,142.0,179.0,2839.0,1.0,59.9,2.69
28.9,1.27,33.1,14.2,62.1,79.9,95.6,1540.0,1.0,396.0,1.63
20.2,1.01,15.3,257.0,31.3,1.0,3.05,8.58,1.3,1.0,3.72
138.0,1.01,52.3,178.0,58.3,23.5,23.9,385.0,1.0,3.49,2.69
77.0,5.83,15.0,15.1,13.5,8.28,13.7,239.0,1.0,1.01,2.33
41.8,1.01,1.0,6.32,1.75,7.91,8.35,308.0,1.0,1.01,1.6
31.6,1.01,13.7,77.0,26.2,12.6,13.9,316.0,1.0,1.0,2.09
1.0,1.0,48.7,202.0,62.1,5.83,16.7,461.0,1.0,5.52,2.44
22.9,1.0,21.7,138.0,39.2,24.6,28.1,349.0,1.84,1.0,4.29
11.1,1.01,17.6,365.0,46.6,17.5,24.1,267.0,1.0,1.01,1.03
17.0,1.01,23.1,26.9,21.5,2.53,11.8,305.0,1.53,37.2,2.33
20.0,1.0,2.74,4.7,23.7,47.8,65.5,1446.0,1.0,27.6,1.5
57.3,1.01,71.0,204.0,130.0,5.88,9.73,403.0,7.17,21.5,5.42
20.5,1.01,8.74,27.6,22.5,7.1,10.4,257.0,1.0,1.75,1.0
30.5,1.25,40.0,34.3,13.5,20.5,22.7,334.0,1.0,246.0,1.51
28.4,1.01,35.9,231.0,73.0,7.91,20.7,343.0,1.0,1.0,2.19
42.6,1.13,3.43,89.8,9.91,79.9,84.3,1094.0,1.0,1.01,1.0
43.3,1.0,8.51,22.5,1.0,13.8,23.3,578.0,1.0,1.01,1.49
5.62,1.11,41.4,34.9,7.43,34.6,41.4,538.0,1.0,1.0,1.21
71.0,1.0,10.7,14.2,29.4,2.17,11.2,346.0,1.0,13.2,3.37
42.9,2.13,21.3,33.1,20.4,7.37,11.8,352.0,1.0,2.62,1.37
12.4,1.07,9.31,22.3,13.1,11.7,22.5,274.0,1.0,34.6,2.19
5.94,1.0,37.5,10.9,53.3,129.0,151.0,2227.0,4.29,36.5,2.81
16.8,1.22,52.8,457.0,101.0,6.49,15.1,349.0,1.0,1.32,1.55
39.6,1.0,33.7,621.0,142.0,2.94,15.7,562.0,1.0,11.2,2.53
22.9,1.42,14.9,34.6,30.5,24.1,33.7,433.0,1.0,113.0,1.0
25.5,1.01,24.4,26.7,46.1,20.7,26.4,302.0,1.0,7.84,1.0
15.7,1.01,41.0,49.1,25.9,40.0,56.7,890.0,3.19,11.7,1.64
21.3,1.01,2.11,11.8,9.82,16.1,25.9,426.0,1.0,6.32,1.47
40.3,1.03,23.9,62.6,20.9,9.22,19.8,334.0,1.0,1.01,1.96
36.5,1.21,28.9,30.0,11.4,5.09,22.5,235.0,1.0,1.0,1.0
27.9,1.01,18.3,233.0,74.3,11.5,12.7,250.0,2.37,1370.0,2.86
1.0,1.58,101.0,453.0,129.0,6.04,15.3,355.0,1.24,1.0,1.0
27.4,4.29,16.8,44.9,16.0,1.73,11.2,271.0,1.24,28.1,1.86
25.7,1.32,79.9,500.0,164.0,8.43,12.2,340.0,1.0,15.1,1.0
31.9,1.01,42.6,313.0,168.0,19.5,16.1,308.0,10.7,403.0,1.04
82.0,1.33,9.31,213.0,15.8,14.2,19.5,257.0,1.0,82.8,1.26
170.0,1.0,20.2,138.0,13.7,14.1,11.7,352.0,1.0,1.0,1.41
62.1,1.0,31.9,32.5,11.9,145.0,237.0,2813.0,1.07,1.0,1.19
16.3,1.2,29.7,119.0,37.9,12.5,11.3,235.0,1.21,93.1,1.93
26.4,1.01,4.18,1.91,939.0,24.1,28.4,337.0,1.0,1.0,1.79
40.3,2.11,18.4,115.0,25.0,12.1,19.3,281.0,2.92,38.5,4.49
21.3,1.01,20.9,48.7,21.3,24.6,24.4,372.0,1.0,1.83,1.0
52.3,1.01,16.5,29.7,23.1,8.9,17.3,343.0,1.0,7.1,2.27
20.0,1.01,25.3,27.9,1.0,10.2,15.1,239.0,1.0,3.52,1.01
29.2,1.01,15.4,41.8,24.4,11.3,27.9,429.0,1.0,71.0,1.27
29.7,1.0,26.9,26.9,31.1,26.7,34.9,308.0,1.0,44.5,1.0
30.5,1.0,17.8,188.0,48.3,12.6,12.6,311.0,1.0,422.0,1.57
76.4,1.36,8.43,4.83,1.0,10.8,17.6,355.0,1.0,4.07,1.01
40.0,1.01,6.79,9.47,3.62,13.1,11.8,389.0,1.0,1.55,1.54
44.1,1.01,28.1,22.5,10.6,21.1,37.2,445.0,1.0,8.98,1.88
37.2,1.0,11.5,18.8,25.3,34.0,35.2,319.0,1.06,1.0,2.39
70.4,1.0,9.65,18.9,23.9,10.1,14.7,244.0,1.01,1.51,1.01
37.9,1.01,7.17,21.1,20.2,1.5,10.3,615.0,1.0,1.01,1.5
33.7,1.15,32.5,496.0,103.0,17.6,25.3,334.0,1.21,8.98,4.83
61.5,1.01,34.3,457.0,73.0,25.7,26.4,365.0,1.08,1.0,1.86
34.9,1.01,117.0,882.0,255.0,41.0,75.7,1459.0,1.81,86.6,1.17
23.5,1.58,18.1,15.3,3.4,71.0,108.0,2091.0,1.0,2.5,1.0
25.3,1.03,10.9,40.0,16.7,75.7,68.5,316.0,1.0,1.0,1.0
39.2,1.68,22.1,191.0,30.8,4.96,17.5,396.0,1.0,1.86,1.31
38.9,1.2,8.74,19.5,15.1,79.1,97.3,1499.0,4.18,42.9,3.92
1.0,1.07,10.7,122.0,30.5,68.5,79.9,1094.0,1.0,16.1,3.11
32.2,1.01,20.4,89.0,31.9,5.09,25.3,403.0,1.0,5.62,3.52
35.9,1.01,7.43,17.5,19.5,13.0,16.8,368.0,1.0,11.1,1.83
52.3,1.01,7.99,16.3,9.39,18.8,33.4,519.0,7.3,76.4,4.78
14.7,1.01,23.3,33.4,23.7,19.1,20.4,294.0,1.0,126.0,1.15
31.6,1.01,34.6,40.3,34.6,16.8,21.9,422.0,1.21,154.0,1.33
35.5,1.01,14.7,20.0,11.7,7.84,10.7,257.0,1.0,1.43,1.95
34.3,1.01,36.2,45.3,34.0,6.32,9.31,244.0,1.0,1.0,2.69
41.8,1.0,71.7,410.0,202.0,12.1,30.0,1655.0,1.0,173.0,1.73
24.1,1.01,27.9,27.4,32.2,58.8,71.7,1322.0,1.0,2.41,2.11
71.0,1.38,24.1,150.0,46.1,13.7,17.2,276.0,1.0,1.0,1.73
86.6,1.01,41.4,279.0,66.7,51.9,69.2,851.0,1.0,1.09,1.47
143.0,1.01,16.1,122.0,26.7,15.1,43.3,1134.0,1.0,3.46,1.0
8.28,1.0,13.9,137.0,30.5,10.0,10.8,302.0,2.23,1.0,2.44
29.4,1.04,10.6,35.2,22.5,12.0,20.5,352.0,1.0,1.0,1.0
40.3,1.06,24.6,26.2,18.3,6.15,10.5,259.0,1.0,4.18,2.29
38.5,1.24,24.4,50.9,42.9,27.4,24.6,213.0,11.1,1197.0,14.3
38.5,2.07,15.8,22.3,20.9,5.67,20.5,615.0,7.99,172.0,6.98
26.4,1.0,93.9,820.0,195.0,84.3,92.2,1382.0,15.3,777.0,24.1
37.9,1.01,18.6,18.4,2.37,12.1,15.8,257.0,1.1,132.0,2.37
27.9,1.01,20.5,20.2,9.31,19.6,28.1,292.0,1.27,12.0,1.79
31.9,1.0,21.9,14.1,10.8,3.59,15.0,426.0,2.64,108.0,1.3
227.0,1.01,5.57,15.4,3.75,8.98,11.1,385.0,1.0,161.0,1.37
34.0,1.01,11.1,154.0,28.1,63.2,67.9,1512.0,1.0,1.0,1.57
32.2,1.33,10.6,25.7,6.38,3.22,5.33,392.0,1.0,1.01,2.59
4.0,1.0,64.4,362.0,209.0,79.1,111.0,1715.0,1.08,21.9,1.88
36.8,1.17,82.0,253.0,155.0,7.3,13.7,331.0,1.0,15.5,2.0
36.5,1.0,29.7,30.0,19.5,12.5,12.2,246.0,1.86,103.0,2.84
173.0,1.0,5.83,11.3,11.0,22.3,27.6,322.0,1.0,17.3,1.27
35.9,1.01,14.3,85.1,25.7,6.32,9.82,262.0,16.5,4.7,1.0
84.3,1.36,12.3,200.0,42.9,3.85,11.1,264.0,1.0,1.36,2.84
38.9,3.89,18.6,77.7,22.1,5.99,30.0,644.0,1.0,10.2,1.14
30.5,1.0,31.3,99.1,14.5,2.69,6.92,313.0,1.51,2.04,1.41
31.3,1.01,54.2,189.0,94.7,22.1,31.3,221.0,1.0,11.2,1.84
35.9,1.27,19.5,105.0,19.1,13.2,16.3,418.0,3.82,167.0,2.41
38.2,1.0,23.9,21.3,10.3,13.1,17.0,449.0,1.0,74.3,1.3
48.3,1.01,13.1,289.0,58.8,150.0,259.0,3078.0,9.06,106.0,19.5
17.8,1.98,41.0,51.9,42.2,12.3,16.0,246.0,2.13,17.0,1.0
34.6,1.01,8.51,244.0,22.7,196.0,215.0,2167.0,1.81,2.41,1.29
35.5,1.0,35.5,115.0,54.7,13.5,22.5,368.0,1.0,1.21,2.25
33.4,1.01,35.2,34.6,28.6,7.57,12.4,241.0,1.49,42.9,3.72
9.91,1.07,8.06,10.8,16.7,7.7,10.6,372.0,1.0,15.4,1.31
45.7,1.01,23.7,83.5,46.6,33.4,42.2,1018.0,1.0,13.1,1.33
44.9,1.01,27.1,35.5,17.2,5.67,7.23,259.0,1.91,1.0,1.39
39.6,2.59,51.9,85.1,122.0,22.3,67.9,1322.0,1.0,2.04,1.39
88.2,1.01,14.1,259.0,25.3,8.58,13.0,248.0,1.02,2.5,1.93
3.55,1.06,25.3,17.8,13.7,3.08,18.8,157.0,1.0,217.0,1.15
30.5,1.0,11.9,173.0,34.6,58.3,97.3,1731.0,1.0,110.0,2.48
92.2,1.13,59.9,66.1,47.8,2.05,7.3,85.1,1.0,1.0,1.25
160.0,1.21,18.8,24.4,3.79,15.7,18.1,352.0,1.0,1.0,1.07
1.5,1.35,18.3,21.9,19.8,10.9,17.3,362.0,1.0,20.4,1.01
26.4,1.0,24.1,13.9,12.1,10.7,31.3,956.0,1.0,48.7,1.0
2.76,1.35,15.0,107.0,30.8,8.9,15.1,331.0,1.0,1.0,1.0
22.1,1.42,19.8,109.0,20.5,9.22,13.6,286.0,1.0,1.01,1.2
41.8,1.01,26.9,62.1,13.6,3.72,6.61,313.0,1.0,8.9,1.04
32.2,1.01,47.4,115.0,57.3,9.39,12.6,422.0,4.07,3.52,1.55
34.0,1.0,7.37,16.1,12.7,11.9,17.5,267.0,3.96,9.82,1.11
25.5,1.42,82.0,77.0,39.2,20.7,16.1,269.0,7.64,85.8,2.07
36.5,1.06,26.7,19.8,13.5,22.1,20.9,334.0,33.4,1433.0,3.89
10.6,2.44,27.1,58.8,19.5,24.1,23.5,322.0,9.82,19.3,4.57
67.9,1.01,8.51,149.0,47.0,41.8,40.7,334.0,1.24,36.2,3.59
39.6,1.01,23.7,20.4,5.52,86.6,108.0,1811.0,1.0,1.18,1.0
